"","TCGA-44-2655","TCGA-44-2657","TCGA-44-2665","TCGA-44-2668","TCGA-44-3396","TCGA-44-3398","TCGA-44-6144","TCGA-44-6776","TCGA-44-6778","TCGA-44-7659","TCGA-44-7660","TCGA-44-7661","TCGA-44-7662","TCGA-44-7667","TCGA-44-7670","TCGA-44-7671","TCGA-44-7672","TCGA-49-6742","TCGA-49-6743","TCGA-49-6744","TCGA-49-6745","TCGA-50-7109","TCGA-55-7283","TCGA-55-7570","TCGA-55-7574","TCGA-55-7576","TCGA-55-7724","TCGA-55-7725","TCGA-55-7726","TCGA-55-7903","TCGA-55-7910","TCGA-55-7911","TCGA-55-7914","TCGA-78-7163","TCGA-78-7540","TCGA-86-7711","TCGA-86-7713","TCGA-91-6835","TCGA-91-6836","TCGA-93-7348"
"hsa-mir-125b-2",90.126545,67.496177,82.843069,61.808517,49.794432,23.278424,14.082825,15.120476,22.859565,11.891437,22.130055,18.922021,12.145216,17.631878,22.790656,22.505449,11.902639,37.832992,24.860279,16.553716,29.757893,17.624574,22.957989,18.84279,18.736469,22.574473,25.467488,18.490568,10.487302,9.019743,17.35821,14.031543,17.470317,11.745022,14.084575,14.486708,18.804775,26.865954,14.834995,14.592715
"hsa-mir-126",776.191878,903.410374,891.549218,1114.613594,682.183718,234.838215,6423.333176,2945.498619,5134.215556,2629.6824,2457.870421,2620.637284,3832.308047,3134.978256,1846.744407,2775.672033,2219.320113,1819.398136,2059.325571,1587.839941,2455.026138,3247.892564,3861.187821,1943.77142,4868.333005,4129.406829,2972.954652,2513.091729,1768.498366,1167.605772,2505.368316,2011.349099,2973.485077,2580.137616,4176.948406,3781.863474,3195.40587,1568.300071,2780.4439,1866.908899
"hsa-mir-1260a",0,0,0,0,0,0,0,0,0.10682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1260b",0,2.596007,0,0,0,0,0,0.149708,0.213641,0,0,0,0,0.151999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197544,0,0
"hsa-mir-1261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1262",0,0,0,2.060284,3.319629,3.423298,0.312952,1.047954,1.709126,0.33497,1.229447,1.002491,1.148872,1.063993,0.525938,0.577063,1.461728,1.09265,1.973038,0.376221,1.597739,0.225956,1.100726,1.058584,1.731943,1.339164,0.561783,2.235124,1.079575,1.127468,0.925771,0.967693,1.115127,0.886417,0.804833,1.831653,1.054473,1.58035,0.406438,1.38471
"hsa-mir-1263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1266",60.697469,55.814147,59.173621,131.85817,69.712205,94.483014,5.476654,4.042107,5.981942,4.857066,9.425764,4.761833,6.729106,8.815939,3.506255,6.347691,5.220456,5.053504,9.207511,7.900637,7.089968,9.264199,2.515944,6.563219,5.353277,4.782727,3.370697,7.111757,6.940126,6.539314,6.711841,19.353852,6.504905,5.096896,1.877943,3.163764,6.678331,8.494383,10.973832,2.662904
"hsa-mir-1267",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1268a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1268b",3.678634,0,0,0,0,0.68466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1269a",0,5.192014,80.21313,8.241136,0,182.119432,0,0,3.418253,0.167485,0.204908,0,0,0.151999,0,0,0,0,0.657679,0,0.099859,0.451912,0,0,0,0,0,0,0.30845,0,0,0,0,0.221604,0.134139,0,0,0.197544,0.609657,0
"hsa-mir-1269b",0,0,0,0,0,0,0,0,1.495486,0,0.204908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191309,0,0,0,0,0,0,0,0,0,0,0,0,1.016096,0
"hsa-mir-127",647.43967,830.722183,1704.200275,1946.968292,1221.623398,2810.527325,246.605922,223.663275,366.500782,174.016942,547.718852,413.527616,282.786585,307.341868,334.672021,208.127314,239.305688,717.051288,433.542225,221.029728,313.3566,204.490244,149.541422,293.439406,138.555402,400.409937,155.8011,124.96373,152.837,143.413919,78.690552,76.931563,359.814183,207.421524,102.482051,233.28596,168.188506,524.478736,325.760238,182.67523
"hsa-mir-1270-1",14.714538,11.682031,7.889816,10.30142,8.299072,2.738638,0.156476,0.149708,0.213641,0.66994,0.409816,0.375934,0.328249,0.303998,0,0.192354,0,0.546325,0.131536,0.376221,0.199717,0.225956,0.157247,0.211717,0.472348,0.191309,0,0,0.154225,0.450987,0.694328,0,0.371709,0.886417,0,0.333028,0.175746,0.395088,0,0.106516
"hsa-mir-1270-2",11.035903,12.980034,2.629939,12.361703,3.319629,1.369319,0,0,0.534102,0.33497,0.409816,0.751868,0.492374,0.151999,0.525938,0,0.208818,0,0.263072,0,0.099859,0.903824,0.314493,0.423433,0.787247,0,0.374522,0,0.154225,0.225494,0,0,0.185854,0.221604,0.134139,0.166514,0.351491,0.197544,0.812876,0.532581
"hsa-mir-1271",9.196586,6.490017,13.149693,14.421987,3.319629,8.900574,0.938855,0.598831,0.961384,0.837425,0.614724,1.002491,0.492374,0.303998,0.525938,0.384709,1.252909,1.229231,0.394608,0.752442,0.499293,0.225956,0.628986,0.423433,0,0.956545,0.187261,0.203193,0.462675,0.676481,0.694328,0,0.929272,0.664813,0.804833,1.165597,0,0.790175,1.016096,0.106516
"hsa-mir-1272",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1273a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1273c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1273d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1273f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1273g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1273h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1275",3.678634,2.596007,0,6.180852,0,0,0.625903,0.299415,0.10682,0.502455,0,0.125311,0.164125,0.151999,0.350625,0,0,0,0.131536,0,0.099859,0,0,0,0.629797,0,0.187261,0.203193,0,0.225494,0,0,0,0.443208,0,0,0,0.197544,0,0
"hsa-mir-1276",0,0,0,2.060284,0,0,0,0.149708,0.10682,0,0.204908,0,0.164125,0,0,0,0.208818,0,0,0.18811,0.099859,0,0,0,0,0,0,0,0.154225,0.225494,0,0,0,0.221604,0,0,0,0.197544,0.203219,0
"hsa-mir-1277",1.839317,0,0,0,0,0,0.469428,0,0.320461,0.167485,0.204908,0,0,0.607996,0.350625,0.192354,0.626455,0,0.131536,0,0,0.451912,0.157247,0,0.314899,0.382618,0.374522,0.406386,0.154225,0.676481,0,0,0.557563,0.221604,0.268278,0.166514,0,0.592631,0.406438,0
"hsa-mir-1278",0,0,0,0,0,0,0.156476,0,0,0,0,0,0,0.151999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221604,0,0,0,0,0,0
"hsa-mir-1279",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-128-1",45.982931,101.244266,65.748467,70.049653,87.970163,95.852333,63.216239,32.187151,73.065151,41.536287,56.759492,27.192574,40.702886,51.223645,47.33444,39.624978,28.608097,51.217949,36.435436,33.483652,47.133306,37.282752,61.011642,55.046353,50.698681,53.949165,48.126061,46.937596,21.128828,49.383095,25.921594,29.514625,47.39288,51.190569,37.290589,46.790403,40.597226,34.570162,33.531154,26.629042
"hsa-mir-128-2",14.714538,25.960068,17.094602,14.421987,14.93833,47.241507,51.167599,26.498259,60.673985,33.162035,42.620846,22.806675,37.092146,40.735717,40.847869,33.084933,24.431733,48.486325,26.570246,23.701911,37.447012,30.052157,49.218155,41.708198,45.187955,42.088001,35.9541,46.53121,13.571802,44.196742,23.375723,28.063086,42.188956,43.212818,28.035011,38.631223,34.797622,23.705254,25.402389,20.877169
"hsa-mir-1281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136581,0,0,0,0,0.157247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1283-1",0,0,0,0,0,0.68466,0.312952,0.149708,0,0,0,0,0,0.151999,0,0,0.208818,0,0,0,0.099859,0.451912,0.157247,0.211717,0,0,0,0.203193,0.154225,0,0,0,0,0,0,0,0,0,0,0.213032
"hsa-mir-1283-2",3.678634,1.298003,0,2.060284,0,0.68466,0.156476,0.299415,0.427282,0,0.204908,0,0,0,0,0,0,0,0,0,0,0.451912,0.314493,0.211717,0,0,0,0.203193,0.154225,0,0.231443,0,0,0,0,0,0.175746,0,0.203219,0.106516
"hsa-mir-1284",0,0,0,0,0,0,0.312952,0.299415,0.320461,0,0,0,0.164125,0.151999,0,0,0.208818,0.273162,0,0,0,0.451912,0.314493,0,0.314899,0,0.187261,0,0,0.225494,0.231443,0,0.185854,0,0,0.166514,0,0,0,0.106516
"hsa-mir-1285-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1285-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1286",0,0,0,0,0,0,0.156476,0,0,0,0,0,0,0.151999,0,0,0,0,0,0,0.099859,0,0,0,0.157449,0,0,0,0.154225,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1287",53.3402,37.642099,39.44908,39.145394,44.814989,12.323871,27.539748,26.198844,46.680513,35.674311,33.604898,19.047333,28.55767,22.495844,24.017845,27.891368,16.705458,18.848205,24.334136,20.880255,19.17287,23.047519,31.4493,22.653692,26.766385,31.183383,28.089141,22.554429,18.969678,27.961204,18.515424,18.38616,25.833766,19.501169,29.510538,18.483042,22.671178,25.483148,16.663967,18.214265
"hsa-mir-1288",5.517952,2.596007,2.629939,2.060284,0,1.369319,0.625903,0.149708,0.320461,0.33497,0.819632,0,0.328249,0.303998,0.350625,0.192354,0.835273,0.409744,0.526143,0.18811,0.099859,0,0.47174,0.423433,0.314899,0,0.187261,0.203193,0,0.676481,0,0,0,1.108021,0,0.166514,0.175746,0.790175,0.203219,0.106516
"hsa-mir-1289-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134139,0,0,0,0,0
"hsa-mir-1289-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-129-1",0,3.89401,21.03951,2.060284,4.979443,36.971614,0.156476,1.197661,0.747743,0.66994,2.868711,0.87718,0.328249,1.063993,1.753127,1.731188,0.208818,3.277949,0.657679,0.376221,0.699011,0.225956,2.515944,6.986653,1.259595,0.765236,0.561783,1.422351,0.92535,1.352961,0.231443,0.967693,0.743418,0.221604,2.012082,0.999083,0.175746,6.321401,0,1.171678
"hsa-mir-129-2",7.357269,6.490017,19.72454,6.180852,8.299072,35.602295,0.782379,0.598831,0.640922,0.33497,1.434355,0.751868,0.164125,1.367991,1.402502,0.769417,0.417636,5.73641,0.789215,0.564331,0.898728,0.451912,3.61667,8.256953,0.787247,0.382618,1.685348,1.219158,0.462675,1.127468,0.462886,0,0.929272,0,1.877943,0.832569,0.351491,5.136138,0.406438,1.38471
"hsa-mir-1290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185854,0,0,0,0,0,0,0
"hsa-mir-1291",0,3.89401,3.944908,2.060284,4.979443,0.68466,0,0.149708,0.320461,0,0.204908,0.125311,0,0.151999,0.525938,0.192354,0,0,0.263072,0.18811,0.099859,1.807649,0.157247,0.211717,0.314899,0.191309,0,0.203193,0.30845,0,0,0,0.371709,0,0.134139,0,0.175746,0.197544,0,0.106516
"hsa-mir-1292",5.517952,15.576041,0,14.421987,6.639258,1.369319,0,0.299415,0.213641,0,0,0,0.164125,0,0,0.192354,0.208818,0,0,0.376221,0.099859,0.225956,0.157247,0.211717,0.157449,0,0,0.203193,0,0,0,0,0,0.664813,0,0.166514,0.175746,0.592631,0.203219,0.213032
"hsa-mir-1293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099859,0,0,0,0,0,0,0,0,0.225494,0,0,0,0,0,0,0,0.197544,0,0
"hsa-mir-1294",1.839317,0,1.314969,0,3.319629,0,1.095331,0.748538,2.56369,0.66994,0.409816,0.375934,0.984747,0.455997,0.525938,0.384709,1.252909,1.365812,0.920751,0.940552,1.098446,0.677868,0.943479,0.846867,1.574493,0.765236,0.374522,0.406386,0.771125,0.225494,0,0,1.300981,0.443208,0.134139,0.499542,0.175746,0,0.609657,0.958646
"hsa-mir-1295a",1.839317,1.298003,5.259877,0,3.319629,0,0.312952,0.149708,0.534102,0.837425,0.409816,0.375934,0.984747,0.303998,1.577815,0.384709,0.417636,0.682906,0.526143,0.376221,0.399435,0.225956,1.100726,1.058584,1.102145,0.191309,0.187261,0.812772,1.2338,0.901974,0.925771,0,0.743418,0.664813,0.536555,0.333028,0.351491,0.395088,0.406438,0.958646
"hsa-mir-1295b",5.517952,2.596007,2.629939,0,0,0,0.625903,0,0,0,0,0,0,0,0.175313,0.192354,0.208818,0,0,0.376221,0.099859,0,0.786233,0,0.314899,0,0.187261,0,0,0,0.694328,0,0,0.221604,0,0.333028,0,0.987719,0.406438,0.426065
"hsa-mir-1296",158.181283,51.920136,47.338897,63.868801,343.581581,78.051185,2.816565,2.694738,3.311432,2.34479,2.868711,1.75436,1.641245,1.063993,0.701251,0.769417,2.505819,0.819487,1.183823,1.692994,0.699011,2.033605,1.100726,3.175751,3.463885,1.339164,3.370697,1.219158,1.079575,2.254936,2.082985,2.419232,1.67269,0.886417,1.207249,3.330278,1.230219,1.58035,1.422534,0.319549
"hsa-mir-1297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1298",0,0,0,0,0,0,0.156476,0,0.10682,0.33497,0.614724,0.125311,0.328249,0,0.175313,0.384709,0,22.80906,0.131536,0,0.199717,0.225956,0.47174,0,0,0.191309,0.187261,1.219158,0.154225,0,0.231443,0.967693,0,0,0.402416,0.166514,0,0.395088,0.406438,0.106516
"hsa-mir-1299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1301",34.947028,90.860239,27.614356,119.496467,44.814989,17.116488,6.415509,1.796492,2.884151,3.349701,3.073619,2.631539,3.118366,3.495976,2.629691,1.731188,1.252909,3.141368,1.315359,2.633546,2.995761,2.485517,3.302177,6.139786,4.251132,2.678327,2.05987,3.047896,1.388025,5.411846,5.091742,3.87077,3.902943,6.86973,2.414499,2.664222,2.460438,3.555788,4.064382,1.278194
"hsa-mir-1302-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1302-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1303",0,2.596007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1304",0,5.192014,1.314969,2.060284,0,0.68466,0.625903,0.748538,5.981942,0.33497,0.409816,1.253114,1.148872,0.759995,1.051876,1.154126,1.044091,1.229231,0,0.564331,1.198304,1.807649,0.786233,1.2703,0.787247,1.147855,0.749044,0.406386,0.30845,0.901974,0.231443,0,1.115127,0.664813,0.402416,1.498625,1.054473,0.197544,1.219315,0.958646
"hsa-mir-1305",0,0,0,0,0,0,0,0,0,0,0,0.125311,0,0,0,0,0,0.136581,0.131536,0,0,0,0,0,0.157449,0,0,0.203193,0,0,0.231443,0,0,0,0,0.166514,0,0,0,0.106516
"hsa-mir-1306",261.183049,154.462406,68.378406,152.461009,318.684365,121.869394,5.163703,1.347369,3.204612,3.517186,2.458895,1.75436,3.118366,2.735981,2.980317,2.500605,2.505819,1.912137,2.23611,1.692994,1.697598,1.355736,3.14493,2.117167,3.936233,3.443564,1.872609,3.657475,1.54225,3.15691,0.925771,1.451539,2.601962,3.767271,1.609666,2.331194,1.933201,2.370525,1.016096,0.639097
"hsa-mir-1307",3139.714538,4118.564824,6975.912391,11426.334549,4692.295308,9327.801284,615.262998,136.084282,192.917637,350.21119,289.739789,194.107357,218.121516,425.901046,256.833165,242.558727,193.783314,118.962223,181.124892,152.369429,194.025454,258.041833,282.571962,504.732716,305.294233,376.878918,291.37802,127.808433,135.101122,575.685117,364.985296,725.769461,386.391367,358.998792,313.884816,365.997531,278.908212,155.664499,319.054007,75.093899
"hsa-mir-130a",11.035903,35.046092,38.134111,22.663123,18.257958,11.639212,72.917741,49.553242,80.6494,63.141855,66.595072,51.377674,62.53145,60.343581,48.211004,50.781526,45.104737,39.608547,39.460761,31.978769,49.13048,51.969896,54.721782,39.167598,62.50738,66.192947,62.170631,51.001457,27.91473,17.813993,39.113833,30.966164,54.827058,56.509069,69.349765,66.938584,57.996037,45.039982,35.156906,32.80698
"hsa-mir-130b",20.23249,40.238106,28.929326,39.145394,39.835546,58.880719,10.640357,4.790646,11.963884,6.196946,6.761961,5.513702,9.190974,4.863966,5.78532,4.616502,7.308638,5.326667,6.182186,3.574098,5.791805,4.293165,3.61667,5.292919,4.251132,8.226291,4.868784,5.486213,4.164076,23.225839,6.017513,5.806156,7.620032,11.523418,2.951054,5.827986,3.514911,5.333682,3.861163,4.793228
"hsa-mir-132",130.591524,236.236621,519.412892,877.680944,267.230118,232.784236,66.502231,55.691257,70.501462,64.146765,89.33985,98.870694,68.439934,60.647579,85.552617,49.242692,54.501557,100.660343,76.42234,29.157113,44.037687,60.104315,52.834824,88.921032,52.430624,61.027602,49.624149,56.894056,20.203478,128.982329,53.463287,74.996178,64.677343,74.0158,44.265807,90.583556,52.72367,107.266273,53.243408,44.630275
"hsa-mir-1321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1323",9.196586,25.960068,0,10.30142,3.319629,4.792617,0.156476,0.149708,0.320461,0,0.204908,0,0.164125,0.151999,0,0,0,0.136581,0.263072,0,0.79887,0,0.157247,0,0.157449,0,0.187261,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-1324",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-133a-1",174.735138,45.430119,69.693375,86.531924,194.198285,290.295636,14.082825,28.145044,11.216142,21.438083,12.499383,19.548578,6.236733,12.007917,16.830023,11.348902,10.023275,19.257949,3.551468,7.712527,8.687707,5.422946,14.623925,13.973305,21.570557,8.4176,14.793614,10.769232,24.521779,3.382404,12.960797,8.709234,9.664431,7.977751,12.206632,14.819736,10.368988,18.174028,8.941641,13.740586
"hsa-mir-133a-2",3.678634,1.298003,0,2.060284,1.659814,8.900574,1.564758,1.497077,1.068204,1.33988,0.819632,1.879671,0.492374,0.911994,0.701251,0.961771,1.044091,1.775556,0.657679,0.18811,1.098446,0.451912,0.786233,0.63515,0.629797,0.765236,0.749044,1.015965,0.92535,0,1.157214,0.967693,0.929272,0.886417,0.402416,1.165597,1.933201,1.185263,0.406438,0.852129
"hsa-mir-133b",7.357269,2.596007,2.629939,6.180852,1.659814,22.593764,5.163703,8.683045,3.952355,4.187126,4.098158,6.014947,1.641245,3.191978,3.155629,3.462377,2.505819,7.102222,1.446895,2.633546,3.994348,1.807649,2.673191,2.752318,4.408581,2.487018,5.056045,5.079826,5.397876,0.225494,3.240199,3.87077,3.902943,2.437646,2.951054,3.829819,4.569385,5.72877,1.828972,3.62155
"hsa-mir-134",112.198352,142.780375,272.198655,484.166718,212.456243,318.366676,69.318797,55.840965,65.053622,57.112394,96.306719,58.771046,55.309971,73.263492,57.853204,62.515136,64.316014,114.0453,89.838999,59.442888,60.614231,68.012777,36.166695,68.384508,55.422161,83.219457,39.137536,21.741657,46.575958,34.951505,16.895324,25.160008,125.823451,55.401048,31.925037,59.778487,41.475953,86.919263,57.714228,41.43479
"hsa-mir-1343",40.464979,16.874044,11.834724,28.843975,41.49536,6.161936,0.625903,0,0.320461,0.167485,0,0.250623,0,0.151999,0.350625,0,0,0,0,0,0.099859,0,0,0.846867,0.157449,0.191309,0.374522,0.203193,0,0,0.462886,0.967693,0.371709,0,0.402416,0.333028,0,0.197544,0.203219,0
"hsa-mir-135a-1",0,0,0,0,0,0,3.911896,2.694738,1.495486,1.172395,0.409816,1.879671,1.80537,2.88798,0.175313,2.885314,0.835273,2.048718,1.709966,0.376221,3.794631,4.293165,1.100726,1.058584,2.991537,4.400109,2.434392,3.047896,1.8507,0.901974,1.157214,0.967693,2.787816,2.216042,1.877943,2.331194,3.514911,1.777894,1.219315,0.319549
"hsa-mir-135a-2",0,0,2.629939,0,0,0,2.816565,0.748538,0.534102,0,0.409816,0.250623,0.492374,0.911994,0,0.192354,0,1.09265,0.526143,0,1.797457,2.033605,0.314493,0.211717,1.574493,0.765236,0.374522,1.422351,0,0.676481,0.462886,1.451539,0.371709,0,0.670694,0.666056,0.351491,0.592631,0,0.532581
"hsa-mir-135b",1.839317,1.298003,0,6.180852,0,0.68466,12.674543,7.784799,5.020559,7.536826,18.851528,5.889636,2.790117,10.639926,7.363135,6.732399,5.220456,10.653333,2.104574,3.197877,3.495054,11.297804,5.346381,19.054507,6.140524,9.756764,3.183436,8.330915,4.164076,16.235538,13.423682,13.06385,5.761487,24.598065,4.158303,8.325695,5.799604,17.186309,13.412461,2.343356
"hsa-mir-136",9.196586,20.768055,5.259877,32.964543,9.958886,6.161936,10.483881,8.084215,8.545632,10.384072,24.998765,10.77678,6.236733,22.343845,18.933776,7.501816,7.308638,12.019145,8.549832,4.51465,5.192652,7.908462,9.90653,12.703005,9.28951,17.02651,4.681523,1.422351,4.472526,4.284378,1.157214,3.87077,13.00981,7.534543,6.706941,8.492208,8.611533,15.408415,11.583489,6.710519
"hsa-mir-137",0,0,0,0,0,0,0,0,0,0.33497,0.204908,0,0,0.151999,0.175313,0,0,0,0,0,0,0,0,0,0,0,0,0.203193,0,0.676481,0,0,0,0.443208,0,0,0,0,0.406438,0
"hsa-mir-138-1",5.517952,1.298003,1.314969,4.120568,13.278515,2.053979,7.041413,4.790646,3.204612,7.034371,4.098158,2.130294,3.61074,5.015965,3.681568,6.155336,3.341092,1.229231,2.23611,1.316773,4.793218,2.485517,2.830437,3.599185,8.817162,3.443564,6.366872,6.095792,3.084501,0.676481,4.16597,1.935385,2.416108,3.988875,7.780051,3.496792,4.393639,6.321401,4.47082,2.76942
"hsa-mir-138-2",0,1.298003,0,0,1.659814,0.68466,3.75542,4.191815,2.77733,7.871796,4.507974,4.636522,4.759612,3.951973,1.051876,3.847085,2.505819,1.502393,1.973038,1.692994,2.895902,2.937429,2.358698,4.234335,6.455422,3.826182,4.868784,5.283019,2.4676,0.225494,4.16597,1.451539,2.973671,4.653688,6.170385,1.498625,4.920876,4.148419,3.454725,2.556388
